交易日期,縣市,鄉鎮市區,土地位置建物門牌,建物型態,建坪,屋齡,總價_萬,單價_萬每坪,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建築完成年月,移轉層次,總樓層數
2026-04-07,新北市,新店區,新北市新店區黎明路６２巷４號,華廈(10層含以下有電梯),58.76365220363695,35.8,1280.0,21.7821479435,4,2,2,0790619,一層，二層，地下一層,四層
2026-04-07,新北市,新店區,新北市新店區安成街２１號二樓,華廈(10層含以下有電梯),40.002601500097555,32.2,1308.0,32.6978500135,3,2,2,0830125,二層,七層
2026-04-07,新北市,新店區,新北市新店區花園一路二段１０之８號,住宅大樓(11層含以上有電梯),35.4893013308488,44.7,1150.0,32.4042963055,3,2,2,0700711,一層,十二層
2026-04-06,新北市,新店區,新北市新店區國校路５號,透天厝,20.691000775912528,48.7,1050.0,50.7467749565,3,3,3,0660725,全,三層
2026-04-05,新北市,新店區,新北市新店區北新路二段２９巷３弄１號七樓,華廈(10層含以下有電梯),29.871876120195353,25.3,2300.0,76.99536901350001,3,2,2,0891207,七層,八層
2026-04-05,新北市,新店區,新北市新店區永安街６３巷１７號五樓,公寓(5樓含以下無電梯),27.336926025134726,40.9,990.0,36.214874675000004,3,2,2,0740509,五層,五層
2026-04-04,新北市,新店區,新北市新店區順德街１５５號三樓,住宅大樓(11層含以上有電梯),45.77430171653631,1.8,3120.0,81.4456167805,3,2,2,1130613,三層,十五層
2026-04-03,新北市,新店區,新北市新店區安光路３６號二樓,住宅大樓(11層含以上有電梯),47.15672676837725,9.0,2360.0,56.463468957,3,2,1,1060407,二層,二十一層
2026-04-03,新北市,新店區,新北市新店區北宜路二段３０巷５弄１６號二樓,華廈(10層含以下有電梯),36.03077635115411,15.4,1550.0,43.7014859645,1,2,1,0991119,二層,七層
2026-04-03,新北市,新店區,新北市新店區秀水路１３號六樓,華廈(10層含以下有電梯),47.92810179730381,21.4,1620.0,33.8006598895,3,2,2,0931124,六層,八層
2026-04-02,新北市,新店區,新北市新店區大豐路４６號三樓,公寓(5樓含以下無電梯),28.002426050090975,48.7,1100.0,39.2823125765,3,2,1,0660728,三層,四層
2026-04-02,新北市,新店區,新北市新店區中正路３０７巷１９號五樓,住宅大樓(11層含以上有電梯),49.47387685527038,16.9,2850.0,64.064790986,3,2,2,0980506,五層,十五層
2026-04-02,新北市,新店區,新北市新店區寶興路４２巷１７號九樓,住宅大樓(11層含以上有電梯),61.93082732240602,26.4,2828.0,56.04925409650001,4,2,2,0881030,九層,十四層
2026-04-01,新北市,新店區,新北市新店區安忠路５７巷２６弄４１號,住宅大樓(11層含以上有電梯),37.54025140775942,22.9,1482.0,39.47768447,4,2,2,0920505,一層,十一層
2026-04-01,新北市,新店區,新北市新店區中正路６２９號二樓,住宅大樓(11層含以上有電梯),44.12265165459944,28.7,1800.0,42.6416512935,3,2,2,0860728,二層,十二層
2026-04-01,新北市,新店區,新北市新店區中正路６９４巷７號二樓,住宅大樓(11層含以上有電梯),51.452226929458504,30.0,2120.0,41.20330424,3,2,2,0850417,二層,十一層
2026-03-31,新北市,新店區,新北市新店區新店路２６２之１８號五樓,住宅大樓(11層含以上有電梯),12.523500469631266,17.0,1208.0,96.45850877950001,1,1,1,0980409,五層,十九層
2026-03-31,新北市,新店區,新北市新店區安成街３４號二樓之一,住宅大樓(11層含以上有電梯),27.3187760244541,34.1,1095.0,40.078015026,2,2,1,0810215,二層,十一層
2026-03-31,新北市,新店區,新北市新店區安康路三段５６１巷４１號四樓,華廈(10層含以下有電梯),20.409675765362838,1.2,808.0,39.5890894245,2,1,1,1140106,四層,七層
2026-03-31,新北市,新店區,新北市新店區溪園路２６５號,住宅大樓(11層含以上有電梯),89.00457833767169,22.3,4300.0,48.312064304,6,1,3,0921201,一層，見其他登記事項,十四層
