交易日期,縣市,鄉鎮市區,土地位置建物門牌,建物型態,建坪,屋齡,總價_萬,單價_萬每坪,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建築完成年月,移轉層次,總樓層數
2026-04-12,新北市,中和區,新北市中和區民利街６９號六樓,住宅大樓(11層含以上有電梯),27.87235104521316,10.0,1572.0,56.399997885000005,2,2,1,1050418,六層,十五層
2026-04-12,新北市,中和區,新北市中和區華新街２０６巷８號二樓,公寓(5樓含以下無電梯),22.557425845903467,51.2,940.0,41.671403396,3,2,1,0640131,二層,四層
2026-04-12,新北市,中和區,新北市中和區民享街３０巷１１號,公寓(5樓含以下無電梯),25.25572594708972,41.6,1650.0,65.33156779800001,2,2,1,0730901,一層,五層
2026-04-12,新北市,中和區,新北市中和區中原二街１１５號四樓,住宅大樓(11層含以上有電梯),74.15182778069354,12.3,3500.0,47.200328808500004,4,2,1,1021227,四層,二十三層
2026-04-12,新北市,中和區,新北市中和區中正路１６９號九樓之十,住宅大樓(11層含以上有電梯),27.639426036478476,20.7,1500.0,59.90710519150001,2,2,1,0940805,九層,十四層
2026-04-12,新北市,中和區,新北市中和區南華路９號五樓之一,華廈(10層含以下有電梯),11.401225427545953,27.3,805.0,70.6066089225,1,1,1,0871217,五層,九層
2026-04-12,新北市,中和區,新北市中和區員山路２２之２９號七樓,華廈(10層含以下有電梯),34.41845129069192,1.2,1660.0,48.230080836,3,2,2,1140123,七層,七層
2026-04-12,新北市,中和區,新北市中和區景平路７３６巷５弄１１號二樓,公寓(5樓含以下無電梯),29.45140110442754,41.2,1408.0,47.807601513,3,2,2,0740206,二層,五層
2026-04-12,新北市,中和區,新北市中和區南山路５２巷１７號三樓,公寓(5樓含以下無電梯),28.804051080151915,40.7,1300.0,45.132560291000004,3,2,2,0740814,三層,五層
2026-04-12,新北市,中和區,新北市中和區華順街３０巷２０號,住宅大樓(11層含以上有電梯),29.629876111120353,28.0,1330.0,44.887271044,1,2,1,0870420,一層，夾層,十四層
2026-04-12,新北市,中和區,新北市中和區大仁街１號二樓,公寓(5樓含以下無電梯),28.27770106041379,49.3,1296.0,45.8310726615,4,1,1,0651217,二層,四層
2026-04-10,新北市,中和區,新北市中和區景新街３３５之８號十四樓,住宅大樓(11層含以上有電梯),34.14015128025567,4.1,2068.0,60.57388202600001,3,1,1,1110224,十四層,三十六層
2026-04-10,新北市,中和區,新北市中和區景平路６４巷１４弄６號四樓,公寓(5樓含以下無電梯),12.632400473715016,49.8,530.0,41.955700906000004,2,1,1,0650705,四層,四層
2026-04-10,新北市,中和區,新北市中和區景新街３３５之９號三十一樓,住宅大樓(11層含以上有電梯),20.116250754359402,4.1,1700.0,84.5087571615,2,1,1,1110224,三十一層,三十六層
2026-04-09,新北市,中和區,新北市中和區民樂路４２號六樓,住宅大樓(11層含以上有電梯),64.39317741474414,30.7,2640.0,45.35702309250001,4,2,2,0840809,六層,十二層
2026-04-08,新北市,中和區,新北市中和區連城路４８５號,公寓(5樓含以下無電梯),22.236775833879094,50.6,2170.0,97.586112043,0,2,1,0640903,一層，騎樓,四層
2026-04-08,新北市,中和區,新北市中和區連勝街５７巷１３號五樓,華廈(10層含以下有電梯),15.394225577283459,26.4,1010.0,65.60892315950001,1,2,1,0881106,五層,六層
2026-04-08,新北市,中和區,新北市中和區圓通路３０５巷５弄６３號十二樓,住宅大樓(11層含以上有電梯),29.275951097848164,1.3,1730.0,59.092890346000004,1,2,1,1140102,十二層,十四層
2026-04-07,新北市,中和區,新北市中和區興南路二段３９９巷１２之１號四樓,華廈(10層含以下有電梯),36.082201353082546,10.3,1388.0,38.4677671525,2,2,2,1041224,四層,四層
2026-04-07,新北市,中和區,新北市中和區水源路３４巷１２號六樓之２,住宅大樓(11層含以上有電梯),43.04575161421569,0.6,2535.0,69.376526324,3,1,2,1140903,六層,十四層
2026-04-07,新北市,中和區,新北市中和區福祥路１４６號三樓,公寓(5樓含以下無電梯),28.289801060867536,44.4,1200.0,42.4181802275,4,1,2,0701128,三層,五層
2026-04-07,新北市,中和區,新北市中和區連勝街３５巷１０號四樓,公寓(5樓含以下無電梯),32.43102621616348,37.7,1200.0,37.001651505000005,4,2,2,0770713,四層,五層
